"sac_train/steps","gentle-surf-19 - _step","gentle-surf-19 - _step__MIN","gentle-surf-19 - _step__MAX","gentle-surf-19 - sac_train/episode_return","gentle-surf-19 - sac_train/episode_return__MIN","gentle-surf-19 - sac_train/episode_return__MAX","vivid-river-17 - _step","vivid-river-17 - _step__MIN","vivid-river-17 - _step__MAX","vivid-river-17 - sac_train/episode_return","vivid-river-17 - sac_train/episode_return__MIN","vivid-river-17 - sac_train/episode_return__MAX","likely-lion-15 - _step","likely-lion-15 - _step__MIN","likely-lion-15 - _step__MAX","likely-lion-15 - sac_train/episode_return","likely-lion-15 - sac_train/episode_return__MIN","likely-lion-15 - sac_train/episode_return__MAX","gentle-rain-13 - _step","gentle-rain-13 - _step__MIN","gentle-rain-13 - _step__MAX","gentle-rain-13 - sac_train/episode_return","gentle-rain-13 - sac_train/episode_return__MIN","gentle-rain-13 - sac_train/episode_return__MAX","clean-bee-10 - _step","clean-bee-10 - _step__MIN","clean-bee-10 - _step__MAX","clean-bee-10 - sac_train/episode_return","clean-bee-10 - sac_train/episode_return__MIN","clean-bee-10 - sac_train/episode_return__MAX"
"91800","9637","9637","9637","-1.96342724456028","-1.96342724456028","-1.96342724456028","9637","9637","9637","-243.63921395803825","-243.63921395803825","-243.63921395803825","9637","9637","9637","-118.22419358237434","-118.22419358237434","-118.22419358237434","9637","9637","9637","-118.8705329526737","-118.8705329526737","-118.8705329526737","9637","9637","9637","-315.21823058908456","-315.21823058908456","-315.21823058908456"
"92000","9658","9658","9658","-3.5086282789259102","-3.5086282789259102","-3.5086282789259102","9658","9658","9658","-130.5612043870479","-130.5612043870479","-130.5612043870479","9658","9658","9658","-123.48010281487711","-123.48010281487711","-123.48010281487711","9658","9658","9658","-121.50846782731385","-121.50846782731385","-121.50846782731385","9658","9658","9658","-128.56524994570967","-128.56524994570967","-128.56524994570967"
"92200","9679","9679","9679","-126.48057332673486","-126.48057332673486","-126.48057332673486","9679","9679","9679","-129.6735034680451","-129.6735034680451","-129.6735034680451","9679","9679","9679","-128.61167539213042","-128.61167539213042","-128.61167539213042","9679","9679","9679","-229.87535485227306","-229.87535485227306","-229.87535485227306","9679","9679","9679","-11.694860694157752","-11.694860694157752","-11.694860694157752"
"92400","9700","9700","9700","-2.9040772681520846","-2.9040772681520846","-2.9040772681520846","9700","9700","9700","-120.99363532875377","-120.99363532875377","-120.99363532875377","9700","9700","9700","-241.56283950989018","-241.56283950989018","-241.56283950989018","9700","9700","9700","-119.46067676626575","-119.46067676626575","-119.46067676626575","9700","9700","9700","-127.67422331542838","-127.67422331542838","-127.67422331542838"
"92600","9721","9721","9721","-128.43690689010884","-128.43690689010884","-128.43690689010884","9721","9721","9721","-130.58578158749035","-130.58578158749035","-130.58578158749035","9721","9721","9721","-221.4026917671772","-221.4026917671772","-221.4026917671772","9721","9721","9721","-123.92637893938772","-123.92637893938772","-123.92637893938772","9721","9721","9721","-240.88322391368047","-240.88322391368047","-240.88322391368047"
"92800","9742","9742","9742","-119.23425164934862","-119.23425164934862","-119.23425164934862","9742","9742","9742","-127.63514247941119","-127.63514247941119","-127.63514247941119","9742","9742","9742","-121.72485654605903","-121.72485654605903","-121.72485654605903","9742","9742","9742","-129.27842116079256","-129.27842116079256","-129.27842116079256","9742","9742","9742","-128.91533596500292","-128.91533596500292","-128.91533596500292"
"93000","9763","9763","9763","-234.7149720066958","-234.7149720066958","-234.7149720066958","9763","9763","9763","-118.8896587309764","-118.8896587309764","-118.8896587309764","9763","9763","9763","-120.7597935452349","-120.7597935452349","-120.7597935452349","9763","9763","9763","-2.9281543862221087","-2.9281543862221087","-2.9281543862221087","9763","9763","9763","-240.13976383440558","-240.13976383440558","-240.13976383440558"
"93200","9784","9784","9784","-119.13410411258306","-119.13410411258306","-119.13410411258306","9784","9784","9784","-115.8240953082854","-115.8240953082854","-115.8240953082854","9784","9784","9784","-227.9260229956476","-227.9260229956476","-227.9260229956476","9784","9784","9784","-236.04309157678776","-236.04309157678776","-236.04309157678776","9784","9784","9784","-124.96272619103895","-124.96272619103895","-124.96272619103895"
"93400","9805","9805","9805","-244.14425555254903","-244.14425555254903","-244.14425555254903","9805","9805","9805","-120.8558745423708","-120.8558745423708","-120.8558745423708","9805","9805","9805","-250.42333515016992","-250.42333515016992","-250.42333515016992","9805","9805","9805","-3.0784392102948828","-3.0784392102948828","-3.0784392102948828","9805","9805","9805","-132.7087690281465","-132.7087690281465","-132.7087690281465"
"93600","9826","9826","9826","-235.83481976056424","-235.83481976056424","-235.83481976056424","9826","9826","9826","-8.254331230937417","-8.254331230937417","-8.254331230937417","9826","9826","9826","-2.874448831079156","-2.874448831079156","-2.874448831079156","9826","9826","9826","-124.20257157105385","-124.20257157105385","-124.20257157105385","9826","9826","9826","-12.897706466268616","-12.897706466268616","-12.897706466268616"
"93800","9847","9847","9847","-120.21612363582909","-120.21612363582909","-120.21612363582909","9847","9847","9847","-0.5716273150840442","-0.5716273150840442","-0.5716273150840442","9847","9847","9847","-129.57192146227203","-129.57192146227203","-129.57192146227203","9847","9847","9847","-231.84199548319594","-231.84199548319594","-231.84199548319594","9847","9847","9847","-129.89834015973372","-129.89834015973372","-129.89834015973372"
"94000","9868","9868","9868","-119.0616497435185","-119.0616497435185","-119.0616497435185","9868","9868","9868","-128.9212651524986","-128.9212651524986","-128.9212651524986","9868","9868","9868","-334.32194468943146","-334.32194468943146","-334.32194468943146","9868","9868","9868","-239.68730150937174","-239.68730150937174","-239.68730150937174","9868","9868","9868","-126.30118922741086","-126.30118922741086","-126.30118922741086"
"94200","9889","9889","9889","-2.3624060641232254","-2.3624060641232254","-2.3624060641232254","9889","9889","9889","-124.65665377070714","-124.65665377070714","-124.65665377070714","9889","9889","9889","-2.5086955008901013","-2.5086955008901013","-2.5086955008901013","9889","9889","9889","-126.1322801276085","-126.1322801276085","-126.1322801276085","9889","9889","9889","-235.2960669951397","-235.2960669951397","-235.2960669951397"
"94400","9910","9910","9910","-122.6048327929786","-122.6048327929786","-122.6048327929786","9910","9910","9910","-250.90132041650998","-250.90132041650998","-250.90132041650998","9910","9910","9910","-128.45786766506825","-128.45786766506825","-128.45786766506825","9910","9910","9910","-227.85319838548037","-227.85319838548037","-227.85319838548037","9910","9910","9910","-237.01498695222236","-237.01498695222236","-237.01498695222236"
"94600","9931","9931","9931","-343.2654096757106","-343.2654096757106","-343.2654096757106","9931","9931","9931","-127.52924383825832","-127.52924383825832","-127.52924383825832","9931","9931","9931","-126.49579429676454","-126.49579429676454","-126.49579429676454","9931","9931","9931","-231.42654518711308","-231.42654518711308","-231.42654518711308","9931","9931","9931","-11.523657396562726","-11.523657396562726","-11.523657396562726"
"94800","9952","9952","9952","-123.80241170477532","-123.80241170477532","-123.80241170477532","9952","9952","9952","-248.29212149789632","-248.29212149789632","-248.29212149789632","9952","9952","9952","-127.80737703401068","-127.80737703401068","-127.80737703401068","9952","9952","9952","-123.67645820781019","-123.67645820781019","-123.67645820781019","9952","9952","9952","-128.62913552958597","-128.62913552958597","-128.62913552958597"
"95000","9973","9973","9973","-247.394350910461","-247.394350910461","-247.394350910461","9973","9973","9973","-125.27689231912059","-125.27689231912059","-125.27689231912059","9973","9973","9973","-119.6527583739898","-119.6527583739898","-119.6527583739898","9973","9973","9973","-231.85568685144233","-231.85568685144233","-231.85568685144233","9973","9973","9973","-11.78489971744742","-11.78489971744742","-11.78489971744742"
"95200","9994","9994","9994","-4.338418232624942","-4.338418232624942","-4.338418232624942","9994","9994","9994","-114.72083646357169","-114.72083646357169","-114.72083646357169","9994","9994","9994","-122.96575871962018","-122.96575871962018","-122.96575871962018","9994","9994","9994","-223.410689551381","-223.410689551381","-223.410689551381","9994","9994","9994","-235.51090993116793","-235.51090993116793","-235.51090993116793"
"95400","10015","10015","10015","-121.96507577678744","-121.96507577678744","-121.96507577678744","10015","10015","10015","-129.36337852178715","-129.36337852178715","-129.36337852178715","10015","10015","10015","-345.94195087246567","-345.94195087246567","-345.94195087246567","10015","10015","10015","-126.13764152677895","-126.13764152677895","-126.13764152677895","10015","10015","10015","-125.16268262737093","-125.16268262737093","-125.16268262737093"
"95600","10036","10036","10036","-124.0300768974451","-124.0300768974451","-124.0300768974451","10036","10036","10036","-128.636753091399","-128.636753091399","-128.636753091399","10036","10036","10036","-227.14243707684062","-227.14243707684062","-227.14243707684062","10036","10036","10036","-2.4046700692880116","-2.4046700692880116","-2.4046700692880116","10036","10036","10036","-133.68474147700402","-133.68474147700402","-133.68474147700402"
"95800","10057","10057","10057","-127.06845874454854","-127.06845874454854","-127.06845874454854","10057","10057","10057","-123.69806461840969","-123.69806461840969","-123.69806461840969","10057","10057","10057","-227.726348949925","-227.726348949925","-227.726348949925","10057","10057","10057","-123.9833188923954","-123.9833188923954","-123.9833188923954","10057","10057","10057","-130.01924629678805","-130.01924629678805","-130.01924629678805"
"96000","10078","10078","10078","-238.0121293172365","-238.0121293172365","-238.0121293172365","10078","10078","10078","-240.90835985011748","-240.90835985011748","-240.90835985011748","10078","10078","10078","-227.65153818170515","-227.65153818170515","-227.65153818170515","10078","10078","10078","-125.3326819440652","-125.3326819440652","-125.3326819440652","10078","10078","10078","-125.2716608073169","-125.2716608073169","-125.2716608073169"
"96200","10099","10099","10099","-123.2662859466426","-123.2662859466426","-123.2662859466426","10099","10099","10099","-124.36742113907029","-124.36742113907029","-124.36742113907029","10099","10099","10099","-123.4891299007909","-123.4891299007909","-123.4891299007909","10099","10099","10099","-228.57905567420562","-228.57905567420562","-228.57905567420562","10099","10099","10099","-349.2066359534176","-349.2066359534176","-349.2066359534176"
"96400","10120","10120","10120","-121.54425816013418","-121.54425816013418","-121.54425816013418","10120","10120","10120","-0.4422067669402773","-0.4422067669402773","-0.4422067669402773","10120","10120","10120","-126.384440380414","-126.384440380414","-126.384440380414","10120","10120","10120","-3.214507859078951","-3.214507859078951","-3.214507859078951","10120","10120","10120","-135.75009634009942","-135.75009634009942","-135.75009634009942"
"96600","10141","10141","10141","-120.95994424826826","-120.95994424826826","-120.95994424826826","10141","10141","10141","-240.96313997447672","-240.96313997447672","-240.96313997447672","10141","10141","10141","-251.9129327134143","-251.9129327134143","-251.9129327134143","10141","10141","10141","-119.43757642859728","-119.43757642859728","-119.43757642859728","10141","10141","10141","-130.72661922725914","-130.72661922725914","-130.72661922725914"
"96800","10162","10162","10162","-122.66676473660081","-122.66676473660081","-122.66676473660081","10162","10162","10162","-126.23012777188849","-126.23012777188849","-126.23012777188849","10162","10162","10162","-126.92536916640826","-126.92536916640826","-126.92536916640826","10162","10162","10162","-120.08934991458368","-120.08934991458368","-120.08934991458368","10162","10162","10162","-11.87559222572701","-11.87559222572701","-11.87559222572701"
"97000","10183","10183","10183","-2.228717101392216","-2.228717101392216","-2.228717101392216","10183","10183","10183","-358.1602817859256","-358.1602817859256","-358.1602817859256","10183","10183","10183","-1.7081786319293044","-1.7081786319293044","-1.7081786319293044","10183","10183","10183","-121.57937680005531","-121.57937680005531","-121.57937680005531","10183","10183","10183","-131.3282291559086","-131.3282291559086","-131.3282291559086"
"97200","10204","10204","10204","-122.04707213477865","-122.04707213477865","-122.04707213477865","10204","10204","10204","-119.62561095055098","-119.62561095055098","-119.62561095055098","10204","10204","10204","-222.62956093999637","-222.62956093999637","-222.62956093999637","10204","10204","10204","-120.52645463021986","-120.52645463021986","-120.52645463021986","10204","10204","10204","-128.12645969800047","-128.12645969800047","-128.12645969800047"
"97400","10225","10225","10225","-235.60851384576898","-235.60851384576898","-235.60851384576898","10225","10225","10225","-9.384927648213553","-9.384927648213553","-9.384927648213553","10225","10225","10225","-125.22500400081785","-125.22500400081785","-125.22500400081785","10225","10225","10225","-115.7465468628948","-115.7465468628948","-115.7465468628948","10225","10225","10225","-343.6756275179095","-343.6756275179095","-343.6756275179095"
"97600","10246","10246","10246","-123.9690548985084","-123.9690548985084","-123.9690548985084","10246","10246","10246","-241.5150304246079","-241.5150304246079","-241.5150304246079","10246","10246","10246","-292.68035094667374","-292.68035094667374","-292.68035094667374","10246","10246","10246","-2.8677386337341337","-2.8677386337341337","-2.8677386337341337","10246","10246","10246","-133.9693473719835","-133.9693473719835","-133.9693473719835"
"97800","10267","10267","10267","-122.5839948151674","-122.5839948151674","-122.5839948151674","10267","10267","10267","-118.774978271914","-118.774978271914","-118.774978271914","10267","10267","10267","-125.67638807452573","-125.67638807452573","-125.67638807452573","10267","10267","10267","-230.063555811068","-230.063555811068","-230.063555811068","10267","10267","10267","-249.3618326730513","-249.3618326730513","-249.3618326730513"
